l1_r,l2_r,recovery,h_emp,l1,l2
55.17630707550909,0.2879415054618842,1,2.5270179738534115,0.8000884742624946,0.0041753189365604
64.28902492142727,0.2879415054618842,1,2.2435506398813714,0.9322281716102627,0.0041753189365604
73.40174276734545,0.2879415054618842,1,2.040282593573334,1.0643678689580307,0.0041753189365604
82.51446061326362,0.2879415054618842,1,1.890124947318922,1.1965075663057987,0.0041753189365604
91.62717845918182,0.2879415054618842,1,1.776622224735478,1.328647263653567,0.0041753189365604
100.73989630509999,0.2879415054618842,1,1.6891958271099787,1.4607869610013349,0.0041753189365604
109.85261415101817,0.2879415054618842,1,1.620755964640276,1.5929266583491029,0.0041753189365604
118.96533199693636,0.2879415054618842,1,1.5664023641373774,1.725066355696871,0.0041753189365604
128.07804984285454,0.2879415054618842,1,1.52266791982002,1.857206053044639,0.0041753189365604
137.19076768877272,0.2879415054618842,1,1.4870534857968172,1.9893457503924072,0.0041753189365604
146.3034855346909,0.2879415054618842,1,1.45772926975788,2.1214854477401754,0.0041753189365604
155.4162033806091,0.2879415054618842,1,1.4333369530026812,2.2536251450879434,0.0041753189365604
164.52892122652727,0.2879415054618842,1,1.4128554072289354,2.3857648424357114,0.0041753189365604
173.64163907244549,0.2879415054618842,1,1.3955078886732883,2.51790453978348,0.0041753189365604
182.75435691836364,0.2879415054618842,1,1.3806969382482048,2.650044237131248,0.0041753189365604
191.86707476428182,0.2879415054618842,1,1.3679581268513397,2.782183934479016,0.0041753189365604
200.9797926102,0.2879415054618842,1,1.3569268059236514,2.914323631826784,0.0041753189365604
210.0925104561182,0.2879415054618842,1,1.3473139446931446,3.0464633291745518,0.0041753189365604
219.20522830203635,0.2879415054618842,1,1.3388883873457071,3.1786030265223197,0.0041753189365604
228.31794614795456,0.2879415054618842,1,1.3314636935244206,3.310742723870088,0.0041753189365604
237.43066399387274,0.2879415054618842,1,1.3248882837332479,3.442882421217856,0.0041753189365604
246.54338183979092,0.2879415054618842,0,1.3190379908543644,3.575022118565624,0.0041753189365604
255.65609968570908,0.2879415054618842,0,1.3138103798379421,3.707161815913392,0.0041753189365604
264.7688175316273,0.2879415054618842,0,1.3091203785662935,3.83930151326116,0.0041753189365604
273.88153537754545,0.2879415054618842,0,1.3048968895567015,3.9714412106089285,0.0041753189365604
282.9942532234636,0.2879415054618842,0,1.301080141620644,4.103580907956696,0.0041753189365604
292.1069710693818,0.2879415054618842,0,1.2976196043214392,4.235720605304464,0.0041753189365604
301.2196889153,0.2879415054618842,0,1.2944723338543005,4.3678603026522325,0.0041753189365604
310.3324067612181,0.2879415054618842,0,1.2916016521380218,4.5,0.0041753189365604
0.5,0.4116012497660299,0,252.04162849399444,0.007250290175886264,0.0059684569951223105
9.612717845918182,0.4116012497660299,1,13.150165695712491,0.13938998752365434,0.0059684569951223105
18.725435691836363,0.4116012497660299,1,6.808977402450277,0.27152968487142237,0.0059684569951223105
27.838153537754543,0.4116012497660299,1,4.645067403575028,0.4036693822191904,0.0059684569951223105
36.95087138367273,0.4116012497660299,1,3.568311034206532,0.5358090795669586,0.0059684569951223105
46.06358922959091,0.4116012497660299,1,2.933805116453325,0.6679487769147266,0.0059684569951223105
55.17630707550909,0.4116012497660299,1,2.5225308599513383,0.8000884742624946,0.0059684569951223105
64.28902492142727,0.4116012497660299,1,2.2394297493744193,0.9322281716102627,0.0059684569951223105
73.40174276734545,0.4116012497660299,1,2.0364150344241523,1.0643678689580307,0.0059684569951223105
82.51446061326362,0.4116012497660299,1,1.8864398520329566,1.1965075663057987,0.0059684569951223105
91.62717845918182,0.4116012497660299,1,1.7730735065621328,1.328647263653567,0.0059684569951223105
100.73989630509999,0.4116012497660299,1,1.685752516485394,1.4607869610013349,0.0059684569951223105
109.85261415101817,0.4116012497660299,1,1.6173965310207161,1.5929266583491029,0.0059684569951223105
